CIF Id,first_name,last_name,DOB,email,Mobile No,gender,Salary,PAN,Credit Card,Home Loan,Car Loan,Insurance
12499746789,Sheffie,Starie,1993-12-02,sstarie0@rambler.ru,6958057425,Male,$10183.03,DZJOH0421U,0,0,0,0
12463901002,Dill,Rollett,1973-09-26,drollett1@theglobeandmail.com,4227092532,Male,$8348.89,KENWK4234D,0,0,0,0
12469253166,Gwenneth,Zecchi,1963-01-08,gzecchi2@sfgate.com,6887805758,Female,$8657.15,GGXEV0651X,0,0,0,0
12485002204,Mary,Goaks,1969-05-20,mgoaks3@google.co.jp,8176971570,Female,$4427.36,CLOSM3610S,1,0,0,0
12464611032,Mauricio,Leggon,1970-12-05,mleggon4@amazon.com,2723959544,Male,$6569.31,FIGLT1882D,1,0,0,0
12473452259,Svend,Perrycost,1991-06-09,sperrycost5@whitehouse.gov,8804204386,Male,$9954.15,BAWNB0495U,1,0,0,0
12464974939,Venita,Fellenor,1972-03-15,vfellenor6@tripadvisor.com,8077173124,Female,$3896.32,DOVPM6908N,0,0,0,0
12488008918,Babita,Sutliff,1975-03-03,bsutliff7@blinklist.com,7234084384,Genderqueer,$9133.66,BVXEZ5928G,0,0,0,0
12464106161,Riki,Tanslie,1976-04-17,rtanslie8@tmall.com,2975907250,Female,$10271.11,BLKRE3394Y,0,0,0,0
12498270985,Betsey,Nottram,1986-04-16,bnottram9@nature.com,5803714683,Female,$5372.03,QGPVL4517D,0,0,0,0
12481133334,Catharine,Fuge,1987-10-31,cfugea@tripadvisor.com,9984419779,Non-binary,$4548.76,WDVVI4208F,0,0,0,0
12448871771,Hans,Tuckett,1970-07-30,htuckettb@earthlink.net,7672019148,Male,$5838.58,PAKXI3091M,0,1,0,0
12415868635,Burke,Eglaise,1983-01-22,beglaisec@twitpic.com,4884935511,Male,$8803.05,MWLOI6543P,0,0,0,0
12477475325,Robinet,Menico,1978-05-17,rmenicod@fda.gov,6297931673,Male,$7231.49,LTOCI4736G,0,0,0,0
12435321354,Igor,Goodluck,1983-06-22,igoodlucke@prnewswire.com,2107558897,Male,$3825.20,LLKTT6813Q,0,0,0,0
12444969942,Lyndel,Gheraldi,1963-09-13,lgheraldif@mac.com,9755243153,Female,$3885.79,TJRVY6570Z,0,0,0,0
12491463069,Kayle,Bound,1990-08-12,kboundg@wordpress.com,5987540597,Female,$2648.03,BOZUE1718H,0,1,0,0
12449685725,Misha,Wennington,1960-02-13,mwenningtonh@ted.com,7731690633,Female,$5624.82,GAXCC8823A,0,0,0,0
12452219068,Kiel,Bradnock,1985-05-26,kbradnocki@slideshare.net,7044712928,Male,$8869.37,UZPJZ3856T,0,1,0,0
12451428517,Nickolas,Gouge,1975-06-10,ngougej@naver.com,9496612629,Male,$9899.05,OBTKZ5060J,1,0,1,0
12437336895,Pearla,Ferrarin,1963-12-09,pferrarink@wikipedia.org,5873789153,Female,$4316.38,RNYNI3988H,0,0,0,0
12478745297,Ranna,Bertelsen,1971-05-13,rbertelsenl@aboutads.info,5328663891,Female,$3312.13,OVDIN3459T,0,0,0,0
12410344290,Anastasie,Lethbrig,1995-06-01,alethbrigm@aboutads.info,9333013739,Female,$6559.01,TZZYQ5740P,0,0,0,0
12457594137,Clyve,McDermott-Row,1960-11-15,cmcdermottrown@wufoo.com,1091347666,Genderqueer,$7920.12,EQAWK5838G,0,1,0,1
12453589168,Perla,Sandyfirth,1972-11-21,psandyfirtho@umn.edu,7297432566,Female,$5277.66,SYUWJ4861K,1,1,0,0
12486925726,Waverley,Pauncefoot,1987-10-26,wpauncefootp@howstuffworks.com,5434447263,Male,$2620.47,LZZOO5539E,1,0,0,0
12494873218,Gerri,Durtnal,1972-08-23,gdurtnalq@oakley.com,3861775966,Male,$9398.62,SBBMX6971T,1,1,0,0
12429577502,Graig,Manuaud,1987-04-25,gmanuaudr@springer.com,4552981653,Male,$3114.65,TBOKJ2897E,0,0,0,0
12421632928,Konstantin,Bryson,1961-12-11,kbrysons@google.nl,3907818187,Male,$5525.70,XMJDS7774M,0,0,0,0
12449775881,Bucky,Winney,1995-12-09,bwinneyt@github.com,6008423248,Male,$3121.38,WNQXJ9248J,1,0,0,1
12404087787,Gloria,Clute,1991-07-18,gcluteu@vinaora.com,9876307294,Female,$6061.87,BMFSS6936T,0,0,0,0
