CIF Id,first_name,last_name,DOB,email,Mobile No,gender,Salary,PAN,Credit Card,Home Loan,Car Loan,Insurance
12224357270,Gigi,Baudi,1972-10-25,gbaudi0@tuttocitta.it,1231876445,Female,$10026.98,VCEBE2280A,0,0,0,0
12289072681,Aryn,McKiddin,1960-01-10,amckiddin1@acquirethisname.com,4805672385,Female,$4095.99,XPYKI0802V,0,0,0,0
12202877595,Jared,Aisman,1991-07-14,jaisman2@infoseek.co.jp,1376570920,Male,$3533.99,SLWDK7374A,0,1,0,0
12258957043,Nels,Simmell,1998-09-05,nsimmell3@slideshare.net,2466389756,Male,$9689.47,ZDPVD8887M,1,0,0,0
12223144519,Billy,Bromige,1978-09-16,bbromige4@theguardian.com,3669460876,Male,$9325.28,CYEBX0623J,0,0,0,0
12295165972,Ardene,Corsan,1990-05-21,acorsan5@go.com,5333903349,Female,$3425.71,VTRWH7208J,0,0,0,0
12261856502,Langston,Tite,1990-09-21,ltite6@answers.com,6322093379,Male,$3250.55,OYRCW7125A,0,1,0,0
12218559011,Walsh,Gregon,1996-04-11,wgregon7@bloglovin.com,3258939856,Bigender,$6473.85,WWNIU0168K,0,0,0,0
12212751276,Mindy,Carrane,2000-01-20,mcarrane8@latimes.com,5232664955,Genderqueer,$6996.06,MVLBW9378N,0,0,0,0
12239280240,Saidee,Marini,1975-06-11,smarini9@wufoo.com,4376216037,Female,$10154.40,ECVXA0690D,0,0,0,0
12242094586,Andriette,Le Fleming,1967-06-21,alefleminga@engadget.com,8967394351,Female,$2930.60,UAAXW9817U,0,0,0,0
12253509176,Alex,Cornelis,1963-08-02,acornelisb@skyrock.com,7798936580,Female,$4636.64,OYDHK5459O,1,0,0,0
12261159116,Bradley,De Malchar,1994-08-18,bdemalcharc@sciencedaily.com,9543047490,Male,$9412.90,YAWPV4701T,0,0,0,0
12267665549,Donalt,Blaise,1968-01-13,dblaised@addthis.com,1801866820,Polygender,$7430.65,BZQZK4433Q,0,0,0,0
12283266446,Ulric,Beswell,1966-08-27,ubeswelle@msu.edu,4439446205,Male,$3996.78,OSGBT9697X,0,0,0,0
12281830857,Lolita,Kedge,1974-11-08,lkedgef@hp.com,8237285372,Female,$7835.07,KGJTA7538B,0,0,0,0
12208842797,Hart,Twigge,1968-02-12,htwiggeg@goodreads.com,5619480599,Male,$5280.23,DZTFO5476J,0,0,0,0
12204651366,Towney,Blacksell,1984-11-15,tblacksellh@utexas.edu,2446577182,Male,$9674.88,GNBUL9820O,0,0,0,0
12294690823,Ty,Tipperton,1989-03-23,ttippertoni@bbc.co.uk,3369485392,Male,$10031.19,HISGP9658Y,0,0,0,0
12212607096,Mateo,Marten,1997-01-06,mmartenj@hao123.com,7016485709,Male,$5972.45,FWPAP3494T,0,0,0,0
12218351577,Giralda,Brockherst,2000-03-28,gbrockherstk@ovh.net,9874763866,Female,$8670.27,APBZB3008P,0,0,0,0
12234667503,Brion,Plak,1980-01-01,bplakl@amazonaws.com,6602523547,Male,$9114.94,YGPKO1879P,1,0,0,0
12232690458,Tansy,Armitage,1998-05-02,tarmitagem@bing.com,5905091518,Bigender,$8193.52,WIBBX4644J,1,0,0,0
12299700597,Madge,Prate,1969-02-06,mpraten@chron.com,7229079859,Female,$2692.95,YGYGO4791R,1,0,0,0
12210588502,Lazarus,Popple,1999-02-08,lpoppleo@weather.com,1078124810,Male,$5671.10,MRMIP6992P,1,0,0,0
12276346324,Wadsworth,Delacroux,1989-10-20,wdelacrouxp@aol.com,8444913950,Male,$6242.11,MDQAX3982W,0,0,0,0
12219503474,Shandeigh,Pattisson,1996-08-10,spattissonq@wikimedia.org,2099932198,Female,$6300.69,FBWBZ6999B,0,0,0,0
12207123438,Fey,Aindrais,1960-04-22,faindraisr@uiuc.edu,8363463052,Female,$4269.73,IWENS4206X,0,0,0,0
