CIF Id,first_name,last_name,DOB,email,Mobile No,gender,Salary,PAN,Credit Card,Home Loan,Car Loan,Insurance
21231085865,Joanie,Delucia,1995-04-26,jdelucia0@senate.gov,1364097024,Female,$6993.86,DQDPO7022U,0,0,0,0
21240909911,Barnett,Seyfart,1994-04-03,bseyfart1@newsvine.com,4861756565,Male,$9905.07,ECSIJ1566I,1,0,0,0
21253288591,Diahann,Lindop,1961-01-13,dlindop2@barnesandnoble.com,8428919318,Female,$3439.76,IMARS5660D,1,0,0,0
21278588117,Marten,Smidmor,1963-03-05,msmidmor3@hugedomains.com,3229433101,Male,$3385.10,IFXIM5964Q,0,0,0,0
21246766454,Mala,Ley,1978-02-13,mley4@drupal.org,3014721903,Bigender,$2674.11,GBRWT6076N,0,0,0,0
21252631803,Silvie,Vasilik,1972-03-07,svasilik5@xrea.com,2404050326,Female,$4518.15,FXGFN5012T,0,0,0,1
21255850920,Samuele,Hallworth,2001-01-01,shallworth6@meetup.com,6423825642,Male,$8698.23,ASIEQ9754E,0,0,0,0
21230977715,Gregorius,Rieme,1967-07-09,grieme7@theguardian.com,7813025491,Male,$8408.52,RNPOS2891L,0,0,0,0
21263928629,Sigfried,Bredgeland,1994-02-12,sbredgeland8@yellowbook.com,2448832775,Male,$5192.68,ZWSRE6404M,0,1,0,0
21282011643,Ceciley,Sidney,1975-05-29,csidney9@reference.com,5874806010,Female,$6443.27,WJGZG2584A,1,0,0,0
21245638630,Bartlet,Hearns,1986-08-10,bhearnsa@wikipedia.org,1101215001,Male,$9643.39,AEQUN8387F,0,0,0,0
21290564915,Veradis,O' Mullane,1968-06-09,vomullaneb@google.cn,1798198544,Female,$6559.38,SUPDH7700E,0,0,0,0
21281034159,Jude,Ramel,1961-01-28,jramelc@sogou.com,6501969801,Male,$6856.95,ECQRM3838D,0,0,0,0
21270644440,Sheila,Yglesia,1998-09-02,syglesiad@boston.com,2351836952,Female,$5885.76,SJISB4178T,0,0,0,0
21216615966,Julius,Staniford,1971-06-17,jstaniforde@jimdo.com,7003083752,Male,$2716.05,RCYIQ3425H,0,0,0,0
21247694029,Aila,McBayne,1995-05-08,amcbaynef@booking.com,4894270031,Female,$9201.87,KSSKZ7627L,0,0,0,0
21278974388,Adelle,Raw,1960-11-22,arawg@bbb.org,1865382066,Female,$5887.82,UENPR0345I,0,0,0,1
21262322795,Bree,Janovsky,1997-08-02,bjanovskyh@deliciousdays.com,8166102968,Female,$4403.88,JYOZW2569O,1,0,0,0
21254888387,Elaina,Tantum,1986-01-09,etantumi@biglobe.ne.jp,1491049867,Female,$3742.72,XBGUZ7665O,0,0,0,0
21277853612,Lauryn,Bussetti,1988-06-14,lbussettij@constantcontact.com,8893664250,Female,$2907.92,VRLVS8922J,1,0,0,0
21214078149,Isabelle,Iacovaccio,1965-06-17,iiacovacciok@google.pl,9687909070,Female,$5428.88,ZVMAI2320N,0,0,0,0
21293686733,Sandy,Khadir,1965-12-13,skhadirl@patch.com,2042654191,Male,$8197.13,BTIPJ7790T,1,0,0,0
21298812175,Colly,Fellona,1981-04-24,cfellonam@example.com,4722233643,Female,$5149.87,SFHSS0583T,1,0,0,0
21211898126,Antonin,Pearce,1997-07-18,apearcen@virginia.edu,8957082423,Male,$4224.23,LCGDD6415H,0,0,1,0
21295301913,Malissa,Jeckell,1966-02-21,mjeckello@sbwire.com,5235106583,Female,$9915.35,OLIEE0599T,0,0,0,0
21210517100,Adamo,Curm,1988-12-25,acurmp@purevolume.com,7772774967,Male,$3573.43,LEMTL3697Z,0,0,0,0
21238400363,Cordie,Scoggans,1984-12-02,cscoggansq@sciencedirect.com,9735056875,Male,$7270.16,EMZZA3375D,0,0,0,0
21235800390,Garner,Tomblett,2000-07-18,gtomblettr@house.gov,7106052394,Male,$5151.63,EDBZQ0063C,0,0,0,1
21223903242,Petronille,Heakey,1997-06-17,pheakeys@oakley.com,1177915450,Female,$5712.82,PYOCD1311K,0,0,0,0
21214952663,Clementina,Donn,1964-05-12,cdonnt@dion.ne.jp,2328241907,Female,$8908.25,UEUQG1471K,0,0,0,0
21225143669,Benji,Chamley,1993-03-03,bchamleyu@cisco.com,3486308821,Male,$6381.08,ZUIPC5703Q,1,0,0,0
21282716167,Calvin,Clubb,1990-01-27,cclubbv@imageshack.us,1891458787,Male,$2664.77,CPCLD7530F,0,0,0,0
21258676091,Der,Storror,1973-07-09,dstorrorw@hostgator.com,6845227787,Male,$4867.16,XJPJO5003L,0,0,0,0
21204580272,Lucretia,Biasioni,1973-12-26,lbiasionix@multiply.com,3259326638,Female,$9216.44,CXLBR6134J,1,0,0,0
21223642286,Greer,Androletti,1975-11-26,gandrolettiy@baidu.com,3301019215,Female,$3546.32,ABTAO4210J,0,0,0,0
21223550536,Tybalt,Gascoigne,1985-11-12,tgascoignez@sakura.ne.jp,4349609151,Male,$4503.97,CPYGS5383A,0,0,0,0
21280463610,Hagen,Grafham,1996-11-25,hgrafham10@amazonaws.com,8955369609,Male,$5136.05,UAFWR1809W,0,1,0,0
21225764053,Wald,Neles,1962-05-23,wneles11@altervista.org,8153481456,Male,$10320.71,WVYZI7578E,0,0,0,0
21253068442,Bordy,Mordey,1998-12-28,bmordey12@slashdot.org,4662309727,Male,$7342.72,LSPKV2397J,1,0,0,0
21222927431,Harriett,Roma,1991-10-27,hroma13@sphinn.com,1044611827,Female,$5726.70,NUUDC4773A,0,0,0,0
21230582282,Amble,MacMenamie,1967-09-22,amacmenamie14@merriam-webster.com,5607625127,Male,$9353.04,QXOMI7411F,0,0,0,0
21243589732,Phillie,Stefanovic,1986-09-10,pstefanovic15@studiopress.com,8028948966,Female,$3560.88,IPOGO6975J,0,0,0,0
21288060678,Minnnie,Bere,2000-12-14,mbere16@i2i.jp,4865348935,Female,$3298.33,WQVTE7211J,0,0,1,0
